index
1949
1545
1372
610
385
923
733
226
942
433
1733
1555
868
1791
1412
1473
727
952
114
650
277
1688
1181
1797
104
623
1816
1951
38
1345
822
657
256
2015
2002
1868
838
1611
1832
243
664
591
1792
1020
95
1086
53
1515
377
394
1235
1540
637
442
155
390
861
1361
1519
1257
944
1543
1886
478
1450
1602
150
1262
1686
1043
1498
506
747
870
2036
1035
1255
15
1819
850
856
1608
1060
1240
776
1492
288
906
867
773
1845
848
102
898
1989
1282
1591
12
549
670
16
1268
1939
1806
138
1851
748
1171
1106
2001
816
892
375
1745
253
332
853
1431
354
456
507
1670
871
1304
69
931
514
736
914
826
99
483
1491
236
551
44
496
149
1275
769
376
584
296
212
1913
1885
1679
146
1247
1477
81
96
1289
601
216
1525
204
1496
1970
1887
1390
76
1209
1879
77
1587
1322
293
596
445
985
1883
965
1861
1801
1435
885
30
1054
66
166
248
400
662
1720
117
694
725
565
64
632
1120
139
98
1311
1184
1154
322
810
1756
2006
1865
310
683
1650
1853
245
1715
373
244
1208
1891
1497
1588
878
1520
290
1355
1381
771
669
693
677
130
1758
1722
823
1978
1973
615
1014
1148
1476
903
1833
1453
1988
135
1119
72
680
227
1984
1940
393
360
1921
1400
1548
509
417
891
563
859
1762
1994
0
127
1900
2020
1839
1615
86
156
943
675
2024
671
164
1162
756
935
391
1824
1710
1165
1480
207
1638
482
775
990
1330
1310
192
441
687
1703
1644
1111
964
555
1931
793
2040
1783
1149
1590
1251
292
461
282
33
1919
1248
1466
1892
1876
203
1318
1075
383
893
1754
1463
954
646
1284
720
1117
421
1256
937
258
317
1199
329
333
1667
1241
1993
697
246
444
1389
973
936
401
2038
1388
1524
502
1445
905
348
1697
1202
1847
1212
1156
1546
689
1875
1953
595
1821
1500
1333
105
1935
2027
346
206
300
1813
1427
2032
1560
2018
1447
425
1774
294
681
319
785
1438
1452
1501
1976
1572
3
740
730
1230
873
1909
1228
1434
74
1312
806
1430
1320
268
960
1517
758
781
1950
1553
951
925
1338
1265
1058
1834
1890
222
214
196
1423
2042
358
357
1323
1764
22
1632
556
180
629
31
1097
1565
968
148
512
593
1800
1844
991
208
1504
1662
242
112
1436
518
1091
286
1855
1512
1858
1352
1409
1740
865
1645
1081
6
1375
659
1771
167
370
1004
1652
751
1456
1459
1371
471
1648
342
1699
128
1094
732
1908
1469
844
173
1923
2046
1387
1737
1216
1905
2000
45
1267
768
1260
930
1428
1772
330
475
145
1062
228
220
1603
1061
625
1708
168
1757
635
1437
989
948
1005
2041
1544
1516
1948
1331
1213
1191
1997
1475
604
463
1478
428
1933
1526
40
1003
814
1605
464
94
510
792
423
78
1889
1153
408
789
661
287
1625
543
1589
1942
1579
1316
2014
1155
820
672
159
950
656
1124
438
787
1334
1805
1666
742
608
439
544
27
443
1793
1101
1158
503
54
1030
728
1374
1943
1817
1084
1134
1444
255
1675
1100
1425
798
7
1146
1115
270
479
1454
452
791
1219
241
165
690
835
490
396
1069
1983
285
42
1820
39
108
1768
723
712
1642
682
1000
486
1046
1279
334
267
1616
1096
917
655
1402
993
1357
1967
1907
1532
1201
410
470
367
1044
1136
356
1866
1963
1383
1556
2011
497
303
1095
627
1052
1172
992
2012
707
2033
997
1017
1870
223
1695
573
1856
1707
448
535
1439
1564
136
364
1129
1734
765
1752
474
2043
1354
1177
1785
912
1180
704
1494
562
100
1927
587
175
1243
1541
752
87
1830
1144
217
1843
568
636
1508
1339
726
599
301
1432
1673
1595
350
909
1386
764
1962
395
2039
1825
119
1794
706
1920
50
1295
674
1093
1424
388
1259
770
1687
803
1969
825
1416
531
843
966
994
36
576
1457
1174
1170
1298
1549
1161
365
772
10
1291
1470
963
845
1346
1236
1916
1558
1881
1458
590
947
796
1376
575
1008
1074
1763
1261
1294
834
1121
1070
517
889
1404
1327
163
1575
1802
940
1790
1972
1511
1222
1488
337
1559
297
1173
1653
427
921
1245
1782
653
644
696
1776
1606
744
981
1264
355
734
1484
819
1392
1709
2022
79
299
8
1179
1573
812
1340
359
1128
580
741
1152
1169
1510
219
420
1743
721
1618
1680
1207
1168
458
60
875
583
631
529
231
958
134
312
957
1414
109
667
1637
238
1182
746
499
505
1888
566
295
237
1206
1803
1231
1917
1103
1981
688
201
946
1204
523
1123
795
25
1535
1227
1337
640
158
1640
215
668
1364
933
1088
828
570
633
82
199
718
638
1826
574
1593
1489
801
1157
1401
1420
1200
1057
1027
1598
984
1840
1130
392
1358
1692
52
788
2
1026
1022
552
429
1033
1324
774
324
1744
1941
1343
34
291
1305
919
579
250
1954
597
454
1522
1676
882
1896
1382
1932
754
1766
283
1966
908
1287
643
1446
1596
266
874
564
1566
32
955
953
1912
1397
883
405
700
252
1109
1195
14
731
641
605
817
194
183
473
626
43
49
1665
1867
862
229
1050
1224
351
815
447
1671
545
1113
1719
1011
1693
476
983
852
1406
962
1542
938
918
729
1137
1032
1987
142
55
1127
272
800
1604
1612
714
187
1426
195
380
634
977
554
630
414
264
352
1092
1906
234
1610
153
271
273
567
1975
1712
276
1306
1300
18
1961
829
1276
879
915
916
1147
619
1114
899
1808
1789
132
1742
1999
1902
224
980
1550
1895
141
489
837
460
426
1344
1869
1724
760
1838
467
1325
1898
1947
1779
1073
2030
1831
298
205
157
289
797
851
560
1263
1926
807
41
235
1348
1521
498
1493
1601
1141
384
170
1503
907
1176
1487
113
451
2045
542
759
1627
422
521
571
1863
715
717
126
1009
1531
2004
716
1982
1694
1788
569
581
622
1443
449
107
1194
1365
886
1283
1669
47
1012
436
269
307
1394
799
628
1804
2031
1349
404
1112
676
1302
603
494
809
1232
1309
37
1461
320
811
1047
701
986
210
1660
1646
437
240
2003
147
406
1183
1811
1574
260
152
999
306
1350
782
1253
1317
1874
778
23
154
1380
11
1723
539
1039
1308
1852
106
1864
172
137
709
2016
1878
1122
111
1714
409
1750
559
484
1007
1631
1223
857
698
1272
174
1335
767
1691
1850
336
1741
1077
368
2044
1296
101
1211
9
1901
757
90
941
1623
1472
1635
1285
976
1303
1873
818
926
1164
485
1391
1321
1700
1396
1938
753
1192
1759
1368
1464
1229
1701
1462
1079
1513
1016
1713
1773
1537
614
1562
987
1577
1395
1421
1038
492
970
881
660
1087
88
1384
68
1132
1784
462
1944
1041
347
1946
2025
1964
902
1467
389
1538
1894
1829
1138
1417
1449
1990
1985
821
1836
678
536
349
1367
1482
1319
537
1658
519
1576
1328
1534
1698
1205
927
19
1937
1085
1854
477
1958
129
61
481
895
434
910
1342
1398
1078
530
699
1828
827
1266
284
1979
1507
2035
379
1620
1217
1063
762
1378
1636
877
1110
743
1150
1528
658
1717
1729
888
305
1347
1777
1561
1486
1015
1654
1971
1002
1133
1197
92
1643
1818
1071
1810
1668
547
162
188
1930
1314
1099
431
1911
1252
1607
251
1696
527
1557
594
353
369
386
1570
1704
2008
35
493
1151
779
281
695
1977
233
939
1812
920
1116
1249
1842
455
366
1499
1104
179
996
97
1682
1835
71
642
1859
1067
585
645
1072
189
1796
1780
515
528
1609
719
1066
1765
1996
969
1288
533
745
1578
161
181
869
193
1366
1220
1090
160
684
89
1370
186
1761
1021
1523
17
1326
1258
1581
143
1928
65
846
1624
265
620
1584
1125
1190
1706
1663
1118
1586
1910
1082
1552
500
1440
1585
1293
279
309
840
1968
315
1619
1013
651
1934
1299
1629
1569
1657
73
703
548
1359
1010
198
1678
1767
1747
692
185
1630
1974
538
1551
1028
1143
1363
832
412
1410
1277
550
849
1166
831
459
1126
1651
1036
308
794
1617
1872
982
302
2028
1024
249
1353
1718
1664
1814
1915
1254
1273
654
1034
1823
491
1897
51
123
327
1998
213
755
1956
1634
1286
558
1045
1799
1159
178
813
1815
1841
1076
766
1849
1377
1329
1448
1056
335
1356
1025
1986
1001
304
1622
1
63
673
1214
1929
804
1023
749
372
328
783
777
1580
1685
1246
1233
1051
313
1031
648
403
686
122
2023
1221
1215
1571
29
225
1530
1527
790
432
184
1006
1307
5
261
1957
191
1465
1880
1175
967
592
1332
363
326
1914
280
1547
1683
1770
2047
1877
259
2017
48
1433
80
1738
1781
724
572
647
901
2005
1955
540
218
465
897
381
639
446
1360
1716
589
1495
1178
103
705
691
1369
